FileID 		 Category 		 Angle
ca0f9e05		ship		38.74
b91c9ce5		ice		34.85
2a17f6c4		ship		33.23
fe18f068		ship		44.58
796ef698		ice		41.12
68290b20		ice		38.46
3f3813ca		ship		38.76
0b85842b		ship		40.31
44ed1785		ice		40.39
ad7a0329		ship		42.41
01d13585		ice		32.78
33068a0e		ship		36.37
bb1b3660		ship		35.07
046e4235		ship		35.71
e26b8fb0		ice		36.91
3655bf6c		ship		33.08
04dd72e9		ice		43.27
66038fe6		ice		44.74
be24e1d3		ice		39.66
37707ccf		ship		38.14
a1d7e70a		ice		39.23
0e1f745a		ship		NA
4474eb06		ice		42.56
02d46759		ship		35.77
a62d8a88		ice		38.07
0b2e007c		ice		32.78
03c9f99d		ship		43.24
9264212d		ship		43.83
22d5ef75		ship		44.46
c8b9d482		ice		41.86
e357f8dd		ice		43.96
bcdd9b11		ship		43.92
fb1c466e		ice		42.57
583cdab3		ice		39.22
dc7c3669		ice		45.28
0b36db0e		ice		33.63
754cb58a		ice		36.11
3f024bd5		ship		39.66
047bb667		ship		39.55
908cfb4f		ship		38.81
ce23e006		ship		35.73
b73912e3		ice		42.54
5f08c717		ship		34.02
440fa270		ship		32.19
803abf22		ice		44.62
5ac3030b		ship		43.22
df448b8e		ice		33.64
24b80632		ice		39.63
1f24c421		ice		33.63
3bc2cad2		ship		35.79
0b1d356b		ice		37.70
d5826bcd		ship		NA
a766aa64		ice		45.28
efe3a5e4		ship		45.15
678ca706		ship		42.56
cb6e4a23		ship		37.32
55dd56ce		ice		34.47
3e07a2a6		ship		38.14
7f5fd60d		ice		37.28
9dd2dee0		ice		34.47
1c96b7b4		ship		35.72
3f01fa55		ice		39.22
88ca885d		ice		39.59
c8683ab3		ice		41.13
722a2107		ship		38.14
60b72c27		ship		38.72
c0f3d160		ship		42.54
9cb7b5b9		ice		33.65
2c95c823		ice		43.27
7fc56a36		ice		39.63
11623106		ice		37.69
36827c58		ship		41.86
958a8c7e		ship		38.78
f75d4691		ship		45.39
6b3e62d4		ice		40.37
dfe050b8		ship		38.14
3184b47a		ship		33.90
b0c265d8		ship		40.27
0516529a		ship		33.93
5e07355a		ice		44.62
9c3de736		ice		41.13
0f35dc1d		ship		37.35
b8b26f06		ship		40.46
c3a792ba		ship		44.56
cd6955e4		ship		35.63
ae143d1e		ship		41.86
c7230023		ship		40.98
b8be3864		ice		44.59
96626f2c		ship		43.48
7e26542c		ice		43.95
f6e337a5		ship		37.36
24720922		ship		37.24
4b453753		ship		41.92
bd68af88		ship		34.05
b393a9df		ice		34.47
83f19161		ice		36.11
974931df		ice		38.46
7eaa1fcb		ship		33.19
01d46a63		ship		35.79
f4efae80		ice		42.14
b760aa81		ship		38.00
b3c50234		ice		35.31
b7cfd2e2		ice		38.46
00f3862a		ice		45.28
d188de70		ship		33.90
e90b24e5		ship		34.04
48d78e40		ice		37.26
7a4a774f		ice		37.69
bc00ab3d		ice		45.28
59847a24		ship		35.73
e989ed98		ship		34.00
f8f48007		ship		42.41
94ddcb93		ship		45.29
c0b17db0		ice		34.47
99eeae27		ship		40.43
1d20c783		ice		38.86
cc6cca1f		ice		38.11
b8712f74		ice		36.91
05149841		ship		43.81
44fee0dc		ice		42.56
3ae035d9		ship		45.88
7ad49b9a		ship		40.44
036e1d89		ship		33.92
c5385c54		ship		41.85
2d0224a0		ship		45.12
99488cc6		ice		35.66
8aad518e		ice		37.69
bfd71df1		ice		36.90
32c0ddb7		ice		42.56
c1b36ea4		ice		33.64
11c7a8d0		ship		39.82
420de859		ship		37.16
f8cdc102		ship		37.20
6eadafef		ship		32.25
411425e6		ice		32.27
038b8949		ice		39.23
c2fa2228		ice		43.26
f1ce59ae		ship		38.16
0e715566		ice		37.28
bb2bef7f		ice		34.85
bdcc1f0c		ice		41.43
601cdc58		ship		43.36
b4fa16f6		ice		31.05
38b16888		ice		36.90
3741117d		ice		36.90
ccb8f0f4		ice		40.39
1f0f686e		ice		45.27
1a00d685		ship		43.92
7a3b59ac		ice		39.23
dfcc9530		ice		38.01
f4674e66		ice		34.47
4422c0d1		ice		45.29
0cf852fc		ship		42.41
08db8953		ship		37.31
ec766eeb		ice		43.95
02237e77		ship		NA
66c602c1		ice		33.64
7bdbbc72		ship		42.51
a5b07c1a		ice		38.48
3b87fc19		ship		33.06
92d09310		ice		38.04
78e36c30		ice		41.13
38b7eca7		ice		33.63
58ddb35b		ship		34.04
6e50e78e		ship		40.37
1e7ff021		ship		41.88
08367f44		ice		42.56
e3b0bb05		ship		31.40
ca34f2eb		ice		32.78
9627378d		ship		35.63
798dbf45		ship		41.81
6a442c89		ship		33.92
747cc59f		ship		41.21
61b6c3d4		ship		43.95
c71bb2cd		ship		33.14
390938d4		ice		38.47
5bf1ac8e		ice		40.72
4fc3bb48		ice		39.98
8b074e88		ship		36.56
4cf25fd9		ice		33.64
842784be		ice		35.70
bcfaced9		ship		38.15
08aa087c		ship		37.37
d6477f80		ship		39.69
8f7628d7		ship		NA
49ce0750		ship		45.86
0b44f893		ship		39.53
b4ff28a2		ship		40.53
4b8f2c22		ship		43.79
30b0cd50		ship		32.42
99fb2f48		ship		36.44
f60f0244		ice		35.31
4cf34809		ice		43.26
7b062647		ice		33.98
fe798b96		ice		33.64
ae52dce9		ice		36.11
34c4cb79		ship		35.67
f1587400		ship		45.30
fe3ffc73		ship		34.04
4fe594cf		ship		33.05
278ccc7f		ice		43.26
4a4cb034		ship		43.94
97a9e49b		ice		40.72
309d22b9		ship		NA
af44a0c6		ship		44.59
8e74bcdc		ship		34.74
eea13fef		ice		34.47
fe8a6bf9		ship		38.16
f0183cf1		ice		32.24
b7329c47		ice		43.96
985a26fb		ship		38.76
3815445e		ship		34.14
1df59f54		ship		35.74
41fb321a		ship		NA
0f962f75		ice		37.28
d4b1ff12		ice		41.84
bf597e48		ship		43.79
4afbbcfc		ship		35.74
08531b1d		ship		32.18
97de1784		ship		38.74
85cdf483		ice		43.95
95294372		ice		33.64
36133430		ship		40.41
1200ea6a		ship		38.16
0daec640		ship		NA
b05baa18		ship		31.41
fbb26786		ice		37.28
591cfa77		ship		31.34
cbf6bc3b		ship		41.16
251cbbb3		ship		41.84
23067646		ice		35.29
fcae243a		ship		44.46
da0d9e58		ship		37.29
e7f160bb		ice		36.11
49f9ebbf		ship		34.88
db9e31b4		ice		44.61
1ad344b5		ship		35.63
750122bb		ship		34.95
4a206e14		ship		43.92
92724245		ice		32.78
86de6cf4		ship		41.83
8fc1d7a9		ice		42.56
083a41f9		ship		40.99
4071fcf3		ship		43.99
c8de125d		ship		35.71
56426f39		ice		33.63
ae0cd7f9		ship		NA
15dd8345		ship		38.90
f6c28085		ship		35.80
7e17fe59		ship		34.86
98dc1deb		ice		40.71
9bcafab4		ice		45.29
68d82a0f		ship		38.74
f6f13182		ice		33.64
8edfadcf		ice		45.29
f18df56a		ice		35.31
08955acb		ship		35.56
dba3e12a		ice		39.63
2c5a3ed7		ice		40.39
cf52b4e8		ship		31.55
f287c595		ice		38.04
452959fc		ice		34.00
ffe0889d		ship		43.23
89a339cf		ship		43.11
8931fd80		ice		38.02
004300e6		ice		42.56
8ef29200		ship		33.96
7fbf2177		ship		44.46
c2da61a6		ship		41.21
4bed2ea0		ice		41.10
f58d5318		ice		33.65
790ede66		ice		42.14
3b24972b		ship		41.86
8c8bde54		ice		34.47
05a82a73		ship		31.34
348fb24c		ship		41.71
b7b3d08f		ship		37.27
b7589388		ice		42.56
219feadf		ship		34.05
417854dc		ship		43.34
b7cfcba1		ice		43.92
a3399df1		ship		35.63
d34aa573		ice		42.66
71df1b49		ship		42.42
503d5f51		ship		44.58
f5e6ceb4		ship		38.92
3ce725ca		ship		40.98
b49797c9		ship		45.15
2e4eb968		ice		34.47
75a2b5de		ice		43.26
8d34e905		ice		32.27
404ef525		ice		38.86
707604d3		ice		43.92
face0c1d		ice		37.69
6e73071d		ship		35.62
296aba5b		ice		36.11
c317d061		ice		44.62
439bae96		ice		37.69
4761ba29		ship		34.90
5fe2d101		ship		43.11
6253153f		ship		45.27
244f8117		ship		NA
1ae12a6e		ice		35.31
35ba270d		ship		42.51
90bd6952		ice		38.47
e01123d4		ice		37.69
0645d7de		ship		43.47
c2b88693		ship		43.79
c9fd5e7b		ship		39.66
32bcfbb7		ice		39.22
5994c53a		ship		43.21
c2667adf		ship		42.65
7cf8bd73		ice		41.13
92aa3e8a		ice		38.82
4a77d02f		ice		36.11
e982af8d		ship		38.16
b8eefec7		ice		35.66
91981cff		ice		37.69
8628e45f		ship		43.11
fd7e2713		ice		36.11
a02b0f96		ship		43.22
886aa103		ship		36.56
9ec48e6b		ship		42.51
97ddc1f8		ice		33.64
05f4cebf		ship		43.22
79a9f6da		ice		38.07
7d142c31		ice		40.39
83a70dd0		ice		36.49
51f0ef77		ice		45.93
84ad5f1b		ice		45.29
05cf0527		ship		34.03
75df937d		ice		39.98
f0d2d68c		ship		39.59
8c733ab0		ship		43.90
bf679f08		ice		31.38
b2043476		ice		45.29
62db82b6		ice		38.85
c61e1bce		ice		36.92
060a48a5		ship		44.48
f2a36870		ship		32.32
215c1fb8		ship		32.42
a15b312f		ice		40.71
b3308b2d		ship		41.00
ec5c461e		ship		39.65
ae9517a5		ship		45.24
311438b5		ice		34.47
266d249e		ship		43.23
a0473c22		ship		34.05
5a869fac		ice		36.90
aba8eb45		ship		37.37
8e0e0a34		ship		38.92
17f1c891		ice		35.31
73f7e827		ice		43.26
70117946		ice		36.91
163541ea		ship		41.85
cf1ab8b7		ship		36.52
92949454		ice		39.23
ffe4cfab		ice		37.70
82c59cb1		ship		35.75
cc5fac62		ship		NA
b97b505e		ice		33.65
05c4d0bf		ship		31.29
63d1eca4		ship		42.77
3c674328		ice		42.56
2516509b		ship		38.14
dc34a966		ice		38.86
08e45f85		ice		38.03
d60c53f2		ship		35.75
30e3bc27		ice		38.48
8b6f4d3c		ship		39.64
97619e0f		ship		40.25
7a2c68fd		ship		45.37
d7f54a66		ice		32.80
7bb3a881		ship		38.72
d3382456		ship		36.70
2164c343		ship		36.47
c772a4e1		ice		36.11
e8d6fcbb		ship		38.12
87bfe3ef		ice		42.56
cd60952c		ship		35.65
4ca1a8d3		ship		41.93
c2b2df38		ship		36.63
b32332c7		ice		34.47
6d21ed76		ice		38.48
6d819682		ice		38.04
5839ea4d		ice		43.26
b0c13aff		ice		33.13
4068c6ad		ice		43.95
298f49d1		ice		40.71
7c45fc15		ship		45.24
4f3f4169		ship		34.14
627e2a68		ship		32.37
d0b18fb5		ship		36.69
0d276791		ship		38.14
936c7db6		ship		38.91
45ea7f74		ship		39.51
9fabab12		ice		39.23
f3dc5422		ship		42.52
3c258588		ship		42.64
74ca6838		ship		34.05
cc28a327		ship		37.32
546c9a11		ice		34.47
558288bf		ship		45.12
598b87f2		ice		39.59
457f6c59		ice		39.23
591c1990		ship		43.23
e4c12020		ice		37.69
8cb77cca		ice		45.28
af23f247		ice		38.46
07623257		ship		37.16
137cdd43		ship		43.17
1aeb80cf		ship		41.86
d4bb8bac		ship		44.46
28612c22		ice		40.41
d5c8ab27		ship		33.93
b8cf5edb		ice		44.60
3f6778c5		ice		33.65
0ecf7d79		ship		34.12
4acfe35a		ship		34.97
a5b4d551		ship		31.29
cacbe718		ship		37.19
de1244d8		ship		45.24
04f859f9		ship		33.08
cedc73e3		ship		43.21
6f17e58c		ship		39.50
d45f1475		ship		43.48
c35ccd42		ship		37.32
1799793b		ice		39.97
bdf823e2		ice		40.71
be0aa969		ice		38.48
65951e77		ice		45.29
e8b76fb7		ice		39.98
ac6ca227		ice		45.28
a8104355		ice		38.46
e76a4a04		ice		42.56
502a8388		ice		31.04
c0c841d0		ship		42.41
ee49f0fb		ice		44.62
dc6fa59d		ship		34.97
3cef79cb		ship		32.42
84673729		ice		31.06
c5227b8a		ship		39.61
574a1da7		ice		39.23
207b59dd		ice		41.43
309b5423		ship		40.99
7cf1ff70		ice		42.57
a8c38f58		ice		38.48
f659df68		ship		45.24
076a815e		ice		34.47
6a9478ad		ice		35.30
f8661e3b		ship		34.14
ea9da7da		ship		39.64
ec4952c3		ice		41.14
1c607692		ice		39.22
4cf47a74		ice		40.34
e0cd0236		ship		38.14
06b6ac23		ice		35.30
11d06927		ice		34.47
996ea0b1		ice		36.10
e0ccd7bb		ship		44.57
b2bc5d27		ice		45.28
71a0d13b		ship		35.78
95ed1e8c		ice		34.47
bffad1b6		ship		37.98
ce151e35		ice		35.30
020f5eaa		ship		NA
ed3f900a		ship		NA
58835983		ship		NA
a783bdb3		ship		NA
76bf0e79		ship		NA
aada72d9		ship		NA
a1ca4187		ship		NA
5a3d8224		ship		NA
328e68bd		ship		NA
32f5ee95		ship		NA
ce73809a		ship		NA
9a3c8482		ship		NA
b37083ff		ship		NA
f01671c0		ship		NA
64e98469		ship		NA
ebd806e6		ship		NA
0df5c436		ship		NA
0bd98db1		ship		NA
9f5d3bfb		ship		NA
7a6149bc		ship		NA
2b92dadd		ship		NA
b7555b43		ship		NA
90230ea7		ship		NA
7dfdee78		ship		NA
5bbdfc71		ship		NA
ac16f7f2		ship		NA
862b4f57		ship		NA
4283f28a		ship		NA
850a381c		ship		NA
f78fd217		ship		NA
9e37732e		ship		NA
e8f6b3f0		ship		NA
d5a615f8		ship		NA
ee9b291e		ship		NA
affcd7bf		ship		NA
3b43490b		ship		NA
73efa120		ship		NA
9b47d1bf		ship		NA
d3c1e961		ship		NA
63aae86a		ship		NA
95429378		ship		NA
de13af0f		ship		NA
328b74f4		ship		NA
d89d6fbc		ship		NA
7346c439		ship		NA
0719d5e2		ship		NA
68a20f15		ship		NA
fee78b0c		ship		NA
c3fca286		ship		NA
a873532e		ship		NA
93afeece		ship		NA
92a21542		ship		NA
d65f8eb3		ship		NA
2e5462d9		ship		NA
2757a316		ship		NA
7ce75dda		ship		NA
02e48c95		ship		NA
70a639ef		ship		NA
76412298		ship		NA
f8dd4fcc		ship		NA
e337d0b8		ship		NA
11a04625		ship		NA
3c866636		ship		NA
04bfcaec		ship		NA
42a86b3a		ship		NA
84fe7f94		ship		NA
04e6f331		ship		NA
92c90853		ship		NA
660a98a7		ship		NA
89670962		ship		NA
9d586019		ship		NA
5f49ea3b		ship		NA
968e1414		ship		NA
389d7eaf		ship		NA
65ca9e76		ship		NA
a09cae27		ship		NA
00c5b3e0		ship		NA
7f9df2b0		ship		NA
a2303efc		ship		NA
cb62e5cb		ship		NA
9ff1e0f0		ship		NA
39fd995a		ship		NA
544d0681		ship		NA
cb0319fc		ship		NA
d86deb2b		ship		NA
cdee905a		ship		NA
2539742b		ship		NA
2ea3c9f1		ship		NA
9cadda28		ship		NA
8376a077		ship		NA
04e11240		ship		NA
c7d6f6f8		ship		NA
bba1a0f1		ship		NA
7f66bb44		ship		NA
9d8f326c		ship		NA
